time,currentSpeed,weatherDesc,motorcycles,cars,heavyVehicles
2025-03-23 00:00:12,66,few clouds,0,0,0
2025-03-23 00:30:13,66,scattered clouds,0,0,0
2025-03-23 01:00:13,66,few clouds,0,0,0
2025-03-23 01:30:13,66,few clouds,0,0,0
2025-03-23 02:00:13,66,few clouds,0,0,0
2025-03-23 02:30:13,66,few clouds,0,0,0
2025-03-23 03:00:13,66,few clouds,0,0,0
2025-03-23 03:30:14,66,few clouds,0,0,0
2025-03-23 04:00:14,66,few clouds,0,0,0
2025-03-23 04:30:14,66,few clouds,0,0,0
2025-03-23 05:00:14,66,few clouds,0,0,0
2025-03-23 05:30:14,66,few clouds,0,0,0
2025-03-23 06:00:14,66,few clouds,0,0,0
2025-03-23 06:30:15,66,few clouds,0,4,0
2025-03-23 07:00:15,66,haze,0,2,1
2025-03-23 07:30:15,66,haze,0,2,0
2025-03-23 08:00:15,66,clear sky,0,2,0
2025-03-23 08:30:15,66,clear sky,2,4,0
2025-03-23 09:00:15,66,clear sky,0,4,0
2025-03-23 09:30:16,66,few clouds,1,8,0
2025-03-23 10:00:16,66,few clouds,0,11,1
2025-03-23 10:30:16,66,few clouds,0,7,0
2025-03-23 11:00:16,66,few clouds,0,11,0
2025-03-23 11:30:16,51,few clouds,0,3,0
2025-03-23 12:00:16,50,few clouds,0,3,0
2025-03-23 12:30:17,53,few clouds,0,3,0
2025-03-23 13:00:17,56,few clouds,0,8,0
2025-03-23 13:30:17,51,clear sky,3,10,0
2025-03-23 14:00:18,57,clear sky,0,9,0
2025-03-23 14:30:18,55,few clouds,2,11,1
2025-03-23 15:00:18,53,few clouds,0,4,1
2025-03-23 15:30:18,51,few clouds,0,8,0
2025-03-23 16:00:18,66,few clouds,0,15,2
2025-03-23 16:30:18,47,few clouds,1,2,0
2025-03-23 17:30:19,49,few clouds,3,11,1
2025-03-23 18:00:19,49,few clouds,0,9,0
2025-03-23 18:30:19,52,few clouds,1,10,0
2025-03-23 19:00:19,52,few clouds,0,2,0
2025-03-23 19:30:20,66,overcast clouds,0,7,0
2025-03-23 20:00:20,52,few clouds,0,0,0
2025-03-23 20:30:20,66,few clouds,0,2,0
2025-03-23 21:00:20,66,few clouds,0,2,0
2025-03-23 21:30:20,66,few clouds,0,2,0
2025-03-23 22:00:20,66,few clouds,0,0,0
2025-03-23 22:30:21,66,few clouds,0,1,0
2025-03-23 23:00:21,66,few clouds,0,0,0
2025-03-23 23:30:21,66,few clouds,0,0,0
2025-03-24 00:00:21,66,few clouds,0,1,0
2025-03-24 00:30:22,66,few clouds,0,1,0
2025-03-24 01:00:21,66,few clouds,0,0,0
2025-03-24 01:30:22,66,few clouds,0,0,0
2025-03-24 02:00:22,66,few clouds,0,0,0
2025-03-24 02:30:22,66,few clouds,0,0,0
2025-03-24 03:00:22,66,few clouds,0,0,0
2025-03-24 03:30:22,66,few clouds,0,0,0
2025-03-24 04:00:23,66,mist,0,0,0
2025-03-24 04:30:23,66,mist,0,0,0
2025-03-24 05:00:23,66,mist,0,0,0
2025-03-24 05:30:23,66,mist,0,0,0
2025-03-24 06:00:23,66,mist,0,0,0
2025-03-24 06:30:23,66,mist,0,14,0
2025-03-24 07:00:23,47,mist,1,18,0
2025-03-24 07:30:24,39,mist,1,14,0
2025-03-24 08:00:24,39,mist,9,21,0
2025-03-24 08:30:24,38,mist,7,15,0
2025-03-24 09:00:24,32,haze,11,22,1
2025-03-24 09:30:24,40,haze,3,14,0
2025-03-24 10:00:24,43,haze,0,12,0
2025-03-24 10:30:25,45,haze,2,7,0
2025-03-24 11:00:25,51,haze,1,7,2
2025-03-24 11:30:25,46,few clouds,3,5,0
2025-03-24 12:00:25,45,few clouds,3,8,0
2025-03-24 12:30:25,50,few clouds,0,1,0
2025-03-24 13:00:26,54,few clouds,3,9,1
2025-03-24 13:30:25,53,few clouds,0,9,0
2025-03-24 14:00:26,51,few clouds,4,9,0
2025-03-24 14:30:26,66,few clouds,2,9,0
2025-03-24 15:00:26,50,few clouds,0,10,0
2025-03-24 15:30:27,55,few clouds,0,6,0
2025-03-24 16:00:26,49,few clouds,2,8,0
2025-03-24 16:30:27,43,few clouds,1,24,0
2025-03-24 17:00:27,34,few clouds,2,39,0
2025-03-24 17:30:27,29,few clouds,6,32,0
2025-03-24 18:00:27,26,few clouds,2,24,1
2025-03-24 18:30:27,35,few clouds,2,29,1
2025-03-24 19:00:28,49,few clouds,0,17,0
2025-03-24 19:30:28,50,few clouds,0,0,0
2025-03-24 20:00:28,66,few clouds,0,3,0
2025-03-24 20:30:28,66,few clouds,0,7,0
2025-03-24 21:00:29,66,few clouds,0,0,0
2025-03-24 21:30:29,66,few clouds,0,0,0
2025-03-24 22:00:29,56,few clouds,0,25,0
2025-03-24 22:30:29,55,few clouds,0,16,2
2025-03-24 23:00:30,66,few clouds,0,0,0
2025-03-24 23:30:29,66,few clouds,0,0,0
2025-03-25 00:00:29,66,few clouds,0,0,0
2025-03-25 00:30:30,66,few clouds,0,0,0
2025-03-25 01:00:30,66,few clouds,0,0,0
2025-03-25 01:30:31,66,few clouds,0,0,0
2025-03-25 02:00:31,66,few clouds,0,0,0
2025-03-25 02:30:30,66,few clouds,0,0,0
2025-03-25 03:00:31,66,few clouds,0,0,0
2025-03-25 03:30:31,66,few clouds,0,0,0
2025-03-25 04:00:31,66,few clouds,0,0,0
2025-03-25 04:30:31,66,few clouds,0,0,0
2025-03-25 05:00:32,66,few clouds,0,0,0
2025-03-25 05:30:32,66,few clouds,0,0,0
2025-03-25 06:00:32,66,light rain,0,0,0
2025-03-25 06:30:32,66,few clouds,0,12,0
2025-03-25 07:00:32,47,light rain,1,9,1
2025-03-25 07:30:32,37,light rain,2,11,0
2025-03-25 08:00:33,38,mist,7,8,1
2025-03-25 08:30:33,39,few clouds,7,18,2
2025-03-25 09:00:33,41,scattered clouds,3,11,0
2025-03-25 09:30:33,40,scattered clouds,0,14,0
2025-03-25 10:00:33,41,few clouds,1,11,1
2025-03-25 10:30:33,42,few clouds,0,6,0
2025-03-25 11:00:33,47,few clouds,4,9,1
2025-03-25 11:30:34,45,few clouds,2,16,2
2025-03-25 12:00:34,46,few clouds,2,9,1
2025-03-25 12:30:34,46,few clouds,0,10,0
2025-03-25 13:00:34,33,few clouds,3,12,1
2025-03-25 13:30:34,43,few clouds,0,7,1
2025-03-25 14:00:35,51,few clouds,4,7,1
2025-03-25 14:30:35,50,few clouds,2,7,0
2025-03-25 15:00:35,47,few clouds,0,10,0
2025-03-25 15:30:35,48,few clouds,0,10,0
2025-03-25 16:00:35,44,few clouds,2,16,0
2025-03-25 16:30:35,42,few clouds,2,20,0
2025-03-25 17:00:36,36,few clouds,2,21,3
2025-03-25 17:30:36,32,few clouds,2,22,0
2025-03-25 18:00:36,34,few clouds,2,23,0
2025-03-25 18:30:37,39,few clouds,2,16,1
2025-03-25 19:00:37,46,few clouds,0,13,0
2025-03-25 19:30:37,50,few clouds,0,12,0
2025-03-25 20:00:37,66,few clouds,0,0,0
2025-03-25 20:30:37,66,few clouds,0,4,0
2025-03-25 21:00:37,66,few clouds,0,0,0
2025-03-25 21:30:37,66,few clouds,0,4,0
2025-03-25 22:00:38,66,few clouds,0,2,0
2025-03-25 22:30:38,66,few clouds,0,2,0
2025-03-25 23:00:38,66,few clouds,0,0,0
2025-03-25 23:30:38,66,few clouds,0,0,0
2025-03-26 00:00:38,66,few clouds,0,0,0
2025-03-26 00:30:39,66,few clouds,0,0,0
2025-03-26 01:00:39,66,light rain,0,0,0
2025-03-26 01:30:39,66,few clouds,0,0,0
2025-03-26 02:00:39,66,few clouds,0,0,0
2025-03-26 02:30:39,66,few clouds,0,0,0
2025-03-26 03:00:39,66,few clouds,0,0,0
2025-03-26 03:30:40,66,few clouds,0,0,0
2025-03-26 04:00:40,66,few clouds,0,0,0
2025-03-26 04:30:40,66,few clouds,0,0,0
2025-03-26 05:00:40,66,few clouds,0,0,0
2025-03-26 05:30:40,66,few clouds,0,0,0
2025-03-26 06:00:40,66,few clouds,0,1,0
2025-03-26 06:30:41,66,few clouds,0,5,0
2025-03-26 07:00:40,54,few clouds,0,10,1
2025-03-26 07:30:41,44,few clouds,1,7,0
2025-03-26 08:00:41,45,few clouds,2,16,1
2025-03-26 08:30:41,42,few clouds,6,9,0
2025-03-26 09:00:42,40,few clouds,1,13,0
2025-03-26 09:30:42,40,few clouds,5,10,0
2025-03-26 10:00:42,40,few clouds,2,8,0
2025-03-26 10:30:42,48,few clouds,5,11,1
2025-03-26 11:00:42,46,few clouds,1,12,0
2025-03-26 12:00:42,66,scattered clouds,2,11,0
2025-03-26 12:30:43,51,scattered clouds,1,14,0
2025-03-26 13:00:43,53,scattered clouds,5,8,1
2025-03-26 13:30:43,53,scattered clouds,1,8,0
2025-03-26 14:00:43,50,scattered clouds,0,10,0
2025-03-26 15:00:44,49,scattered clouds,1,10,1
2025-03-26 15:30:44,51,scattered clouds,1,9,1
2025-03-26 16:00:44,46,few clouds,2,19,0
2025-03-26 16:30:44,41,few clouds,1,9,1
2025-03-26 17:00:44,29,few clouds,2,21,1
2025-03-26 17:30:44,32,few clouds,4,24,1
2025-03-26 18:00:44,32,few clouds,6,22,0
2025-03-26 18:30:45,45,few clouds,1,23,0
2025-03-26 19:00:45,46,few clouds,0,19,0
2025-03-26 19:30:45,49,few clouds,0,16,0
2025-03-26 20:00:45,66,few clouds,0,1,0
2025-03-26 20:30:46,66,few clouds,0,1,0
2025-03-26 21:00:46,66,few clouds,0,0,0
2025-03-26 21:30:46,66,few clouds,0,1,0
2025-03-26 22:00:46,66,few clouds,0,0,0
2025-03-26 22:30:46,66,few clouds,0,0,0
2025-03-26 23:00:47,66,few clouds,0,0,0
2025-03-26 23:30:47,66,few clouds,0,0,0
2025-03-27 00:00:47,66,few clouds,0,0,0
2025-03-27 00:30:47,66,few clouds,0,0,0
2025-03-27 01:00:47,66,few clouds,0,0,0
2025-03-27 01:30:47,66,few clouds,0,0,0
2025-03-27 02:00:47,66,few clouds,0,0,0
2025-03-27 02:30:48,66,few clouds,0,0,0
2025-03-27 03:00:48,66,few clouds,0,0,0
2025-03-27 03:30:48,66,few clouds,0,1,0
2025-03-27 04:00:48,66,few clouds,0,0,0
2025-03-27 04:30:49,66,few clouds,0,0,0
2025-03-27 05:00:49,66,few clouds,0,0,0
2025-03-27 05:30:49,66,few clouds,0,0,0
2025-03-27 06:00:49,66,few clouds,0,2,0
2025-03-27 06:30:49,66,few clouds,0,5,0
2025-03-27 07:00:49,49,scattered clouds,0,14,1
2025-03-27 07:30:49,51,mist,6,15,0
2025-03-27 08:00:50,39,mist,8,16,0
2025-03-27 08:30:50,39,mist,5,16,0
2025-03-27 09:30:50,40,scattered clouds,1,13,0
2025-03-27 10:00:50,41,scattered clouds,0,10,0
2025-03-27 10:30:50,46,scattered clouds,0,4,0
2025-03-27 11:00:50,46,scattered clouds,4,5,0
2025-03-27 11:30:51,41,scattered clouds,0,13,0
2025-03-27 12:00:51,46,scattered clouds,0,15,0
2025-03-27 12:30:51,50,scattered clouds,0,10,3
2025-03-27 13:30:52,52,few clouds,0,6,0
2025-03-28 12:01:00,36,few clouds,5,17,2
2025-03-28 12:31:00,36,few clouds,2,11,1
2025-03-28 13:01:00,34,few clouds,5,22,0
2025-03-28 13:31:00,37,few clouds,1,25,2
2025-03-28 14:01:00,41,few clouds,0,36,1
2025-03-28 14:31:01,39,few clouds,3,32,1
2025-03-28 15:01:01,23,few clouds,1,36,1
2025-03-28 15:31:01,23,few clouds,2,37,3
2025-03-28 16:01:01,24,few clouds,2,36,0
2025-03-28 16:31:01,22,few clouds,2,30,0
2025-03-28 17:01:02,22,few clouds,3,25,1
2025-03-28 17:31:02,25,few clouds,6,38,2
2025-03-28 18:01:02,25,few clouds,10,20,1
2025-03-28 18:31:02,26,few clouds,0,24,1
2025-03-28 19:01:02,25,few clouds,1,29,1
2025-03-28 19:31:03,26,few clouds,0,10,0
2025-03-28 20:31:03,28,few clouds,1,30,0
2025-03-28 21:01:03,23,few clouds,0,26,0
2025-03-28 21:31:03,26,few clouds,1,10,1
2025-03-28 22:01:04,31,few clouds,0,16,0
2025-03-28 22:31:04,66,few clouds,0,2,0
2025-03-28 23:01:04,66,few clouds,0,1,0
2025-03-28 23:31:04,66,few clouds,0,0,0
2025-03-29 00:01:04,66,few clouds,0,0,0
2025-03-29 00:31:05,66,few clouds,0,0,0
2025-03-29 01:01:05,66,few clouds,0,0,0
2025-03-29 01:31:05,66,few clouds,0,0,0
2025-03-29 02:01:05,66,few clouds,0,0,0
2025-03-29 02:31:05,66,few clouds,0,0,0
2025-03-29 03:01:05,66,moderate rain,0,0,0
2025-03-29 03:31:06,66,few clouds,0,1,0
2025-03-29 04:01:06,66,few clouds,0,1,0
2025-03-29 04:31:06,66,few clouds,0,0,0
2025-03-29 05:01:06,66,few clouds,0,0,0
2025-03-29 05:31:06,66,few clouds,0,0,0
2025-03-29 06:01:06,66,few clouds,0,1,0
2025-03-29 06:31:07,66,few clouds,0,5,0
2025-03-29 07:01:07,66,few clouds,0,3,0
2025-03-29 07:31:07,66,few clouds,0,9,0
2025-03-29 08:01:07,66,scattered clouds,1,2,0
2025-03-29 08:31:07,51,few clouds,9,22,1
2025-03-29 09:01:07,45,few clouds,1,7,0
2025-03-29 09:31:08,39,few clouds,0,13,0
2025-03-29 10:01:08,39,few clouds,0,9,1
2025-03-29 10:31:08,45,few clouds,2,7,0
2025-03-29 11:01:08,47,few clouds,2,14,0
2025-03-29 11:31:09,47,few clouds,0,10,0
2025-03-29 12:01:09,48,few clouds,1,10,1
2025-03-29 12:31:09,50,few clouds,1,14,0
2025-03-29 13:01:09,49,few clouds,0,15,1
2025-03-29 13:31:09,49,few clouds,0,14,1
2025-03-29 14:01:10,51,few clouds,1,15,0
2025-03-29 14:31:09,46,few clouds,1,14,1
2025-03-29 15:01:10,48,few clouds,3,12,0
2025-03-29 15:31:10,46,few clouds,4,7,2
2025-03-29 16:01:10,47,few clouds,1,15,0
2025-03-29 16:31:10,45,few clouds,2,21,0
2025-03-29 17:01:11,47,few clouds,4,15,1
2025-03-29 17:31:11,44,few clouds,0,17,2
2025-03-29 18:01:11,51,few clouds,0,14,0
2025-03-29 18:31:11,46,few clouds,0,10,0
2025-03-29 19:01:11,48,few clouds,0,5,0
2025-03-29 19:31:11,53,few clouds,0,0,1
2025-03-29 20:01:12,53,few clouds,0,3,0
2025-03-29 20:31:12,66,few clouds,0,0,0
2025-03-29 21:01:12,66,few clouds,0,1,0
2025-03-29 21:31:12,66,few clouds,0,3,0
2025-03-29 22:01:12,66,few clouds,0,0,0
2025-03-29 22:31:13,66,few clouds,0,2,0
2025-03-29 23:01:13,66,few clouds,0,0,0
2025-03-29 23:31:13,66,few clouds,0,0,0
2025-03-30 00:01:13,66,heavy intensity rain,0,0,0
2025-03-30 00:31:13,66,few clouds,0,1,0
2025-03-30 01:01:13,66,few clouds,0,0,0
2025-03-30 01:31:14,66,few clouds,0,0,0
2025-03-30 02:01:14,66,few clouds,0,0,0
2025-03-30 02:31:14,66,few clouds,0,0,0
2025-03-30 03:01:14,66,few clouds,0,0,0
2025-03-30 03:31:15,66,few clouds,0,0,0
2025-03-30 04:01:15,66,few clouds,0,0,0
2025-03-30 04:31:15,66,few clouds,0,0,0
2025-03-30 05:01:15,66,few clouds,0,1,0
2025-03-30 05:31:15,66,few clouds,0,0,0
2025-03-30 06:01:15,66,few clouds,0,0,1
2025-03-30 06:31:15,66,few clouds,0,4,0
2025-03-30 07:01:16,66,scattered clouds,0,2,0
2025-03-30 07:31:16,66,scattered clouds,1,6,0
2025-03-30 08:01:16,66,few clouds,1,5,0
2025-03-30 08:31:16,56,few clouds,1,3,1
2025-03-30 09:01:16,50,scattered clouds,0,7,1
2025-03-30 09:31:17,49,scattered clouds,0,2,0
2025-03-30 10:01:17,45,scattered clouds,1,7,0
2025-03-30 10:31:17,66,scattered clouds,2,7,1
2025-03-30 11:01:17,66,scattered clouds,0,7,1
2025-03-30 11:31:17,66,scattered clouds,1,13,0
2025-03-30 12:01:17,47,light rain,0,9,0
2025-03-30 12:31:18,66,broken clouds,2,9,1
2025-03-30 13:01:18,50,broken clouds,1,7,3
2025-03-30 13:31:18,50,overcast clouds,4,16,0
2025-03-30 14:01:18,48,light rain,1,14,0
2025-03-30 14:31:18,49,moderate rain,2,17,0
2025-03-30 15:01:18,48,moderate rain,1,18,0
2025-03-30 15:31:19,44,moderate rain,2,14,0
2025-03-30 16:01:19,48,overcast clouds,0,14,0
2025-03-30 16:31:19,50,overcast clouds,0,9,0
2025-03-30 17:01:19,46,light rain,1,9,0
2025-03-30 17:31:19,46,light rain,0,6,0
2025-03-30 18:01:20,48,overcast clouds,0,7,0
2025-03-30 18:31:20,37,overcast clouds,0,11,0
2025-03-30 19:01:20,43,light rain,0,9,0
2025-03-30 19:31:20,47,light rain,0,9,0
2025-03-30 20:01:21,48,moderate rain,1,3,0
2025-03-30 20:31:21,48,moderate rain,0,4,0
2025-03-30 21:01:21,50,heavy intensity rain,0,0,0
2025-03-30 21:31:21,66,heavy intensity rain,0,1,0
2025-03-30 22:01:21,66,heavy intensity rain,0,1,0
2025-03-30 22:31:21,66,light rain,0,4,0
2025-03-30 23:01:22,66,broken clouds,0,1,0
2025-03-30 23:31:22,66,overcast clouds,0,2,0
2025-03-31 00:01:22,66,mist,0,0,0
2025-03-31 00:31:22,66,mist,0,0,0
2025-03-31 01:01:23,66,mist,0,0,0
2025-03-31 01:31:23,66,mist,0,0,0
2025-03-31 02:01:23,66,few clouds,0,0,0
2025-03-31 02:31:23,66,few clouds,0,0,0
2025-03-31 03:01:23,66,few clouds,0,0,0
2025-03-31 03:31:23,66,few clouds,0,0,0
2025-03-31 04:01:24,66,few clouds,0,0,0
2025-03-31 04:31:24,66,few clouds,0,0,0
2025-03-31 05:01:24,66,few clouds,0,0,0
2025-03-31 05:31:24,66,few clouds,0,0,0
2025-03-31 06:01:25,66,few clouds,1,7,2
2025-03-31 06:31:25,66,mist,0,6,1
2025-03-31 07:01:25,48,mist,1,9,0
2025-03-31 07:31:25,40,mist,0,11,0
2025-03-31 08:01:25,42,mist,2,14,0
2025-03-31 08:31:25,43,mist,2,13,0
2025-03-31 09:01:25,47,overcast clouds,4,12,0
2025-03-31 09:31:25,45,overcast clouds,0,11,0
2025-03-31 10:01:26,45,overcast clouds,4,11,0
2025-03-31 10:31:26,41,overcast clouds,0,12,0
2025-03-31 11:01:26,45,overcast clouds,1,8,1
2025-03-31 11:31:26,45,few clouds,4,10,0
2025-03-31 12:01:27,41,overcast clouds,1,9,1
2025-03-31 12:31:27,51,overcast clouds,0,9,2
2025-03-31 13:01:27,47,scattered clouds,1,17,0
2025-03-31 13:31:27,45,scattered clouds,2,11,0
2025-03-31 14:01:27,45,few clouds,1,13,1
2025-03-31 14:31:27,45,light rain,2,11,1
2025-03-31 15:01:28,45,overcast clouds,2,5,1
2025-03-31 15:31:28,48,few clouds,1,5,3
2025-03-31 16:01:28,42,few clouds,1,21,0
2025-03-31 16:31:28,38,scattered clouds,0,18,0
2025-03-31 17:01:28,30,scattered clouds,0,23,1
2025-03-31 17:31:29,30,scattered clouds,5,20,2
2025-03-31 18:01:29,34,scattered clouds,1,30,0
2025-03-31 18:31:29,46,scattered clouds,0,16,0
2025-03-31 19:01:30,38,few clouds,0,0,0
2025-03-31 19:31:30,66,few clouds,0,0,0
2025-03-31 20:01:30,66,few clouds,0,0,0
2025-03-31 20:31:30,66,few clouds,0,5,0
2025-03-31 21:01:31,66,few clouds,0,0,0
2025-03-31 21:31:30,66,few clouds,0,3,0
2025-03-31 22:01:31,66,scattered clouds,0,0,0
2025-03-31 22:31:31,66,few clouds,0,5,0
2025-03-31 23:01:31,66,few clouds,0,3,0
2025-03-31 23:31:31,66,few clouds,0,0,0
2025-04-01 00:01:31,66,few clouds,0,0,0
2025-04-01 00:31:32,66,few clouds,0,0,0
2025-04-01 01:01:32,66,few clouds,0,0,0
2025-04-01 01:31:32,66,few clouds,0,0,0
2025-04-01 02:01:32,66,few clouds,0,0,0
2025-04-01 02:31:32,66,few clouds,0,0,0
2025-04-01 03:01:33,66,few clouds,0,0,0
2025-04-01 03:31:33,66,few clouds,0,0,0
2025-04-01 04:01:33,66,few clouds,0,0,0
2025-04-01 04:31:33,66,few clouds,0,0,0
2025-04-01 05:01:34,66,few clouds,0,0,0
2025-04-01 05:31:34,66,few clouds,0,0,0
2025-04-01 06:01:34,66,few clouds,0,10,1
2025-04-01 06:31:34,66,few clouds,0,4,0
2025-04-01 07:01:34,50,few clouds,1,10,0
2025-04-01 07:31:34,45,few clouds,6,9,0
2025-04-01 08:01:34,44,few clouds,13,12,0
2025-04-01 08:31:34,44,few clouds,4,16,0
2025-04-01 09:01:35,41,scattered clouds,3,10,1
2025-04-01 09:31:35,45,overcast clouds,3,8,0
2025-04-01 10:01:35,47,overcast clouds,2,7,0
2025-04-01 10:31:36,46,scattered clouds,4,7,0
2025-04-01 11:01:35,47,scattered clouds,4,6,2
2025-04-01 11:31:36,50,overcast clouds,2,7,0
2025-04-01 12:01:36,54,scattered clouds,1,13,1
2025-04-01 12:31:36,66,overcast clouds,4,9,0
2025-04-01 13:01:36,66,scattered clouds,4,11,0
2025-04-01 13:31:36,53,few clouds,0,13,1
2025-04-01 14:01:37,51,few clouds,5,5,0
2025-04-01 14:31:37,52,overcast clouds,0,7,0
2025-04-01 15:01:37,52,few clouds,0,6,0
2025-04-01 15:31:37,49,few clouds,1,11,0
2025-04-01 16:01:37,50,few clouds,1,15,3
2025-04-01 16:31:37,48,few clouds,2,23,0
2025-04-01 17:01:38,36,few clouds,1,28,0
2025-04-01 17:31:38,36,few clouds,3,15,3
2025-04-01 18:01:38,33,few clouds,5,17,1
2025-04-01 18:31:38,44,few clouds,2,23,0
2025-04-01 19:01:39,66,few clouds,0,11,0
2025-04-01 19:31:39,47,few clouds,0,1,0
2025-04-01 20:01:39,50,few clouds,0,0,0
2025-04-01 20:31:39,66,few clouds,0,0,0
2025-04-01 21:01:39,66,few clouds,0,3,0
2025-04-01 21:31:40,66,few clouds,0,0,0
2025-04-01 22:01:40,66,few clouds,0,0,0
2025-04-01 22:31:40,66,few clouds,0,1,0
2025-04-01 23:01:40,66,few clouds,0,0,0
2025-04-01 23:31:40,66,light rain,0,3,0
2025-04-02 00:01:40,66,few clouds,0,0,0
